EU019930_Russula_marangani,48.75272
AF096987_Russula_delica,37.55061
AY061663_Russula_chloroide,37.55061
JF834356_Russula_aff_brevi,37.55061
EU019931_Russula_pumicoide,42.42171
AB291753_Russula_subnigric,51.47854
EU598197_Russula_eccentric,39.08649
AY061652_Russula_adusta,39.95841
AY606961_Russula_densifoli,44.27313
JF908658_Russula_emetica,39.91981
AY061657_Russula_aquosa,38.96174
